id,Exited
165249,0
165250,1
165251,0
165252,0
165253,0
165254,1
165255,0
165256,0
165257,1
165258,1
165259,1
165260,1
165261,1
165262,1
165263,0
165264,0
165265,0
165266,1
165267,1
165268,0
165269,1
165270,0
165271,1
165272,1
165273,0
165274,1
165275,1
165276,1
165277,1
165278,1
165279,0
165280,1
165281,0
165282,0
165283,0
165284,0
165285,0
165286,1
165287,1
165288,1
165289,0
165290,0
165291,0
165292,1
165293,1
165294,1
165295,1
165296,0
165297,1
165298,1
165299,1
165300,1
165301,0
165302,1
165303,1
165304,1
165305,0
165306,1
165307,1
165308,0
165309,1
165310,1
165311,1
165312,1
165313,0
165314,0
165315,0
165316,0
165317,0
165318,1
165319,1
165320,0
165321,0
165322,0
165323,1
165324,1
165325,1
165326,1
165327,0
165328,1
165329,1
165330,1
165331,0
165332,1
165333,0
165334,0
165335,0
165336,1
165337,0
165338,1
165339,0
165340,1
165341,0
165342,1
165343,1
165344,0
165345,0
165346,1
165347,0
165348,0
165349,1
165350,0
165351,1
165352,0
165353,1
165354,0
165355,0
165356,0
165357,0
165358,0
165359,1
165360,1
165361,1
165362,0
165363,0
165364,0
165365,1
165366,1
165367,0
165368,1
165369,1
165370,0
165371,0
165372,0
165373,0
165374,1
165375,0
165376,1
165377,0
165378,1
165379,0
165380,1
165381,1
165382,0
165383,0
165384,0
165385,1
165386,1
165387,0
165388,1
165389,0
165390,1
165391,0
165392,0
165393,1
165394,0
165395,1
165396,1
165397,1
165398,0
165399,0
165400,0
165401,1
165402,1
165403,1
165404,0
165405,1
165406,1
165407,1
165408,1
165409,1
165410,1
165411,0
165412,1
165413,0
165414,0
165415,1
165416,1
165417,0
165418,0
165419,1
165420,1
165421,1
165422,0
165423,0
165424,1
165425,1
165426,0
165427,1
165428,1
165429,1
165430,1
165431,1
165432,1
165433,1
165434,1
165435,1
165436,1
165437,0
165438,0
165439,1
165440,1
165441,1
165442,1
165443,1
165444,0
165445,1
165446,1
165447,0
165448,0
165449,1
165450,1
165451,1
165452,1
165453,0
165454,1
165455,0
165456,1
165457,1
165458,1
165459,0
165460,0
165461,0
165462,1
165463,1
165464,1
165465,1
165466,1
165467,0
165468,0
165469,0
165470,0
165471,0
165472,0
165473,0
165474,0
165475,0
165476,0
165477,0
165478,0
165479,1
165480,0
165481,1
165482,1
165483,0
165484,0
165485,0
165486,1
165487,0
165488,1
165489,0
165490,0
165491,0
165492,1
165493,0
165494,0
165495,1
165496,1
165497,1
165498,1
165499,1
165500,1
165501,0
165502,0
165503,1
165504,1
165505,1
165506,0
165507,0
165508,0
165509,0
165510,1
165511,0
165512,0
165513,0
165514,1
165515,1
165516,0
165517,1
165518,1
165519,1
165520,1
165521,0
165522,0
165523,1
165524,0
165525,0
165526,0
165527,1
165528,1
165529,0
165530,1
165531,1
165532,1
165533,1
165534,0
165535,1
165536,1
165537,0
165538,1
165539,0
165540,0
165541,1
165542,1
165543,0
165544,0
165545,1
165546,0
165547,0
165548,0
165549,0
165550,0
165551,1
165552,0
165553,1
165554,1
165555,1
165556,0
165557,1
165558,0
165559,0
165560,1
165561,1
165562,1
165563,1
165564,1
165565,1
165566,0
165567,1
165568,1
165569,0
165570,1
165571,1
165572,1
165573,1
165574,1
165575,1
165576,1
165577,0
165578,1
165579,1
165580,0
165581,1
165582,1
165583,1
165584,0
165585,1
165586,0
165587,0
165588,0
165589,0
165590,1
165591,1
165592,0
165593,0
165594,1
165595,1
165596,1
165597,0
165598,0
165599,0
165600,1
165601,1
165602,0
165603,1
165604,0
165605,1
165606,0
165607,1
165608,1
165609,0
165610,1
165611,0
165612,1
165613,1
165614,1
165615,1
165616,1
165617,1
165618,1
165619,1
165620,1
165621,0
165622,0
165623,0
165624,0
165625,1
165626,0
165627,1
165628,0
165629,1
165630,0
165631,1
165632,0
165633,1
165634,0
165635,0
165636,1
165637,0
165638,1
165639,1
165640,1
165641,0
165642,1
165643,0
165644,0
165645,0
165646,0
165647,0
165648,1
165649,0
165650,1
165651,1
165652,0
165653,0
165654,1
165655,1
165656,0
165657,1
165658,0
165659,1
165660,0
165661,1
165662,1
165663,0
165664,1
165665,0
165666,0
165667,1
165668,1
165669,1
165670,0
165671,0
165672,1
165673,1
165674,1
165675,0
165676,1
165677,1
165678,1
165679,0
165680,1
165681,1
165682,1
165683,1
165684,0
165685,1
165686,0
165687,0
165688,1
165689,0
165690,1
165691,1
165692,1
165693,0
165694,1
165695,0
165696,1
165697,0
165698,0
165699,1
165700,1
165701,1
165702,1
165703,1
165704,0
165705,1
165706,1
165707,1
165708,1
165709,0
165710,1
165711,0
165712,0
165713,1
165714,1
165715,1
165716,1
165717,1
165718,0
165719,0
165720,0
165721,0
165722,1
165723,0
165724,1
165725,0
165726,1
165727,1
165728,1
165729,1
165730,0
165731,0
165732,1
165733,0
165734,1
165735,0
165736,1
165737,1
165738,1
165739,1
165740,1
165741,1
165742,0
165743,0
165744,0
165745,0
165746,1
165747,0
165748,1
165749,1
165750,0
165751,1
165752,0
165753,1
165754,0
165755,1
165756,0
165757,1
165758,1
165759,1
165760,1
165761,1
165762,1
165763,1
165764,1
165765,1
165766,0
165767,1
165768,1
165769,1
165770,1
165771,1
165772,1
165773,0
165774,1
165775,0
165776,0
165777,0
165778,1
165779,0
165780,1
165781,1
165782,1
165783,1
165784,1
165785,1
165786,1
165787,1
165788,0
165789,0
165790,1
165791,0
165792,0
165793,1
165794,1
165795,0
165796,1
165797,1
165798,0
165799,1
165800,0
165801,0
165802,0
165803,0
165804,1
165805,1
165806,1
165807,1
165808,1
165809,1
165810,1
165811,1
165812,1
165813,1
165814,0
165815,0
165816,0
165817,1
165818,1
165819,1
165820,0
165821,1
165822,0
165823,1
165824,0
165825,0
165826,1
165827,1
165828,1
165829,1
165830,0
165831,0
165832,0
165833,0
165834,1
165835,1
165836,1
165837,1
165838,1
165839,1
165840,1
165841,1
165842,0
165843,1
165844,0
165845,1
165846,1
165847,0
165848,1
165849,0
165850,1
165851,1
165852,1
165853,1
165854,0
165855,0
165856,0
165857,1
165858,1
165859,0
165860,1
165861,1
165862,1
165863,0
165864,1
165865,1
165866,0
165867,1
165868,1
165869,1
165870,1
165871,1
165872,1
165873,1
165874,0
165875,1
165876,1
165877,1
165878,1
165879,0
165880,0
165881,1
165882,1
165883,0
165884,1
165885,1
165886,1
165887,1
165888,1
165889,1
165890,1
165891,1
165892,1
165893,1
165894,0
165895,1
165896,1
165897,0
165898,0
165899,1
165900,1
165901,1
165902,1
165903,1
165904,0
165905,1
165906,1
165907,0
165908,0
165909,0
165910,1
165911,1
165912,0
165913,0
165914,0
165915,0
165916,1
165917,0
165918,1
165919,0
165920,1
165921,0
165922,1
165923,1
165924,0
165925,0
165926,1
165927,0
165928,0
165929,0
165930,1
165931,1
165932,1
165933,1
165934,1
165935,1
165936,1
165937,1
165938,1
165939,0
165940,1
165941,1
165942,1
165943,1
165944,1
165945,1
165946,1
165947,1
165948,0
165949,0
165950,0
165951,0
165952,0
165953,1
165954,1
165955,0
165956,1
165957,0
165958,0
165959,1
165960,1
165961,0
165962,1
165963,1
165964,1
165965,0
165966,1
165967,1
165968,1
165969,1
165970,1
165971,1
165972,1
165973,0
165974,1
165975,1
165976,1
165977,1
165978,1
165979,1
165980,0
165981,1
165982,1
165983,1
165984,0
165985,1
165986,0
165987,0
165988,1
165989,1
165990,0
165991,1
165992,1
165993,1
165994,0
165995,1
165996,0
165997,1
165998,0
165999,1
166000,0
166001,0
166002,0
166003,0
166004,0
166005,0
166006,1
166007,0
166008,1
166009,1
166010,1
166011,1
166012,1
166013,1
166014,1
166015,1
166016,1
166017,0
166018,0
166019,0
166020,0
166021,0
166022,0
166023,1
166024,0
166025,1
166026,0
166027,0
166028,1
166029,1
166030,0
166031,0
166032,0
166033,1
166034,0
166035,1
166036,1
166037,0
166038,1
166039,1
166040,1
166041,0
166042,0
166043,1
166044,0
166045,1
166046,1
166047,0
166048,0
166049,0
166050,1
166051,0
166052,0
166053,1
166054,1
166055,1
166056,0
166057,1
166058,1
166059,1
166060,0
166061,1
166062,1
166063,1
166064,0
166065,1
166066,0
166067,1
166068,0
166069,1
166070,1
166071,1
166072,1
166073,1
166074,0
166075,1
166076,0
166077,0
166078,1
166079,1
166080,1
166081,1
166082,0
166083,1
166084,0
166085,0
166086,0
166087,0
166088,1
166089,1
166090,0
166091,0
166092,1
166093,1
166094,1
166095,1
166096,1
166097,0
166098,1
166099,1
166100,0
166101,0
166102,1
166103,0
166104,0
166105,1
166106,1
166107,0
166108,1
166109,0
166110,1
166111,0
166112,1
166113,1
166114,1
166115,0
166116,1
166117,0
166118,0
166119,1
166120,0
166121,0
166122,1
166123,1
166124,0
166125,0
166126,1
166127,0
166128,1
166129,1
166130,1
166131,0
166132,1
166133,0
166134,1
166135,1
166136,0
166137,1
166138,0
166139,1
166140,1
166141,0
166142,0
166143,1
166144,1
166145,0
166146,0
166147,1
166148,1
166149,0
166150,0
166151,1
166152,0
166153,1
166154,1
166155,0
166156,0
166157,0
166158,0
166159,1
166160,1
166161,1
166162,1
166163,0
166164,0
166165,1
166166,0
166167,0
166168,1
166169,0
166170,0
166171,1
166172,1
166173,0
166174,0
166175,1
166176,1
166177,1
166178,1
166179,1
166180,1
166181,0
166182,1
166183,1
166184,0
166185,0
166186,0
166187,1
166188,1
166189,1
166190,0
166191,1
166192,1
166193,1
166194,1
166195,1
166196,0
166197,1
166198,1
166199,0
166200,1
166201,1
166202,0
166203,0
166204,0
166205,1
166206,1
166207,1
166208,1
166209,0
166210,0
166211,0
166212,1
166213,1
166214,0
166215,1
166216,1
166217,1
166218,1
166219,1
166220,1
166221,1
166222,1
166223,0
166224,0
166225,0
166226,0
166227,0
166228,1
166229,1
166230,0
166231,1
166232,1
166233,1
166234,0
166235,0
166236,0
166237,1
166238,1
166239,1
166240,1
166241,0
166242,1
166243,0
166244,1
166245,0
166246,0
166247,0
166248,1
166249,0
166250,1
166251,0
166252,1
166253,1
166254,0
166255,1
166256,1
166257,1
166258,0
166259,1
166260,0
166261,1
166262,0
166263,1
166264,1
166265,1
166266,0
166267,1
166268,0
166269,0
166270,1
166271,1
166272,0
166273,1
166274,0
166275,0
166276,0
166277,1
166278,1
166279,0
166280,0
166281,1
166282,1
166283,1
166284,0
166285,1
166286,1
166287,0
166288,0
166289,1
166290,1
166291,0
166292,0
166293,0
166294,0
166295,0
166296,0
166297,1
166298,1
166299,1
166300,0
166301,0
166302,0
166303,1
166304,1
166305,0
166306,1
166307,1
166308,1
166309,0
166310,1
166311,1
166312,1
166313,0
166314,0
166315,1
166316,0
166317,0
166318,1
166319,1
166320,0
166321,1
166322,1
166323,0
166324,1
166325,0
166326,1
166327,0
166328,1
166329,1
166330,0
166331,1
166332,1
166333,1
166334,1
166335,0
166336,1
166337,1
166338,0
166339,1
166340,0
166341,1
166342,1
166343,0
166344,0
166345,0
166346,1
166347,1
166348,1
166349,1
166350,0
166351,0
166352,1
166353,0
166354,1
166355,1
166356,0
166357,0
166358,1
166359,1
166360,1
166361,1
166362,1
166363,1
166364,0
166365,1
166366,0
166367,1
166368,1
166369,0
166370,1
166371,1
166372,0
166373,1
166374,0
166375,1
166376,1
166377,1
166378,1
166379,0
166380,1
166381,0
166382,1
166383,1
166384,1
166385,1
166386,1
166387,0
166388,0
166389,1
166390,1
166391,1
166392,1
166393,0
166394,1
166395,1
166396,0
166397,1
166398,1
166399,1
166400,0
166401,0
166402,0
166403,1
166404,1
166405,0
166406,1
166407,1
166408,0
166409,0
166410,1
166411,0
166412,1
166413,1
166414,0
166415,1
166416,0
166417,0
166418,1
166419,0
166420,1
166421,0
166422,1
166423,0
166424,1
166425,1
166426,1
166427,1
166428,0
166429,1
166430,1
166431,0
166432,1
166433,0
166434,1
166435,1
166436,0
166437,1
166438,1
166439,0
166440,0
166441,1
166442,0
166443,0
166444,1
166445,1
166446,1
166447,0
166448,1
166449,0
166450,1
166451,1
166452,0
166453,1
166454,0
166455,0
166456,0
166457,1
166458,0
166459,1
166460,0
166461,1
166462,1
166463,1
166464,1
166465,1
166466,1
166467,1
166468,0
166469,1
166470,1
166471,1
166472,1
166473,0
166474,1
166475,0
166476,1
166477,1
166478,0
166479,0
166480,1
166481,1
166482,0
166483,1
166484,1
166485,1
166486,1
166487,0
166488,1
166489,0
166490,1
166491,0
166492,1
166493,1
166494,0
166495,1
166496,0
166497,1
166498,1
166499,1
166500,0
166501,0
166502,1
166503,1
166504,0
166505,0
166506,0
166507,1
166508,1
166509,1
166510,0
166511,0
166512,0
166513,1
166514,1
166515,1
166516,0
166517,1
166518,0
166519,0
166520,1
166521,0
166522,1
166523,1
166524,1
166525,0
166526,0
166527,0
166528,0
166529,1
166530,0
166531,1
166532,1
166533,0
166534,0
166535,1
166536,1
166537,0
166538,0
166539,0
166540,0
166541,1
166542,1
166543,0
166544,0
166545,0
166546,1
166547,0
166548,1
166549,0
166550,1
166551,0
166552,1
166553,0
166554,1
166555,0
166556,0
166557,1
166558,1
166559,0
166560,0
166561,1
166562,1
166563,0
166564,1
166565,1
166566,1
166567,0
166568,1
166569,1
166570,0
166571,0
166572,0
166573,1
166574,0
166575,1
166576,0
166577,1
166578,0
166579,0
166580,1
166581,1
166582,0
166583,1
166584,1
166585,1
166586,0
166587,0
166588,1
166589,1
166590,1
166591,1
166592,1
166593,0
166594,1
166595,1
166596,0
166597,0
166598,0
166599,0
166600,1
166601,1
166602,0
166603,0
166604,1
166605,0
166606,0
166607,1
166608,1
166609,0
166610,1
166611,1
166612,0
166613,0
166614,0
166615,1
166616,0
166617,1
166618,1
166619,0
166620,0
166621,1
166622,1
166623,0
166624,0
166625,0
166626,1
166627,1
166628,0
166629,1
166630,0
166631,0
166632,0
166633,1
166634,0
166635,1
166636,0
166637,1
166638,1
166639,1
166640,0
166641,0
166642,1
166643,1
166644,1
166645,0
166646,1
166647,0
166648,0
166649,1
166650,0
166651,1
166652,1
166653,0
166654,1
166655,0
166656,0
166657,1
166658,0
166659,0
166660,0
166661,1
166662,0
166663,1
166664,1
166665,1
166666,1
166667,1
166668,1
166669,0
166670,0
166671,0
166672,0
166673,1
166674,1
166675,1
166676,1
166677,0
166678,1
166679,0
166680,0
166681,1
166682,0
166683,1
166684,0
166685,0
166686,0
166687,1
166688,1
166689,0
166690,1
166691,1
166692,0
166693,1
166694,1
166695,1
166696,0
166697,1
166698,1
166699,0
166700,0
166701,0
166702,0
166703,0
166704,1
166705,0
166706,1
166707,1
166708,1
166709,1
166710,1
166711,0
166712,1
166713,1
166714,0
166715,0
166716,1
166717,0
166718,1
166719,0
166720,1
166721,0
166722,1
166723,1
166724,0
166725,0
166726,1
166727,0
166728,0
166729,0
166730,0
166731,0
166732,0
166733,0
166734,1
166735,1
166736,1
166737,1
166738,0
166739,0
166740,1
166741,0
166742,0
166743,0
166744,0
166745,1
166746,0
166747,0
166748,0
166749,1
166750,1
166751,1
166752,0
166753,0
166754,1
166755,0
166756,0
166757,1
166758,1
166759,0
166760,1
166761,0
166762,1
166763,0
166764,1
166765,0
166766,1
166767,0
166768,0
166769,1
166770,0
166771,1
166772,1
166773,0
166774,1
166775,0
166776,1
166777,0
166778,1
166779,1
166780,0
166781,1
166782,1
166783,1
166784,1
166785,1
166786,1
166787,1
166788,1
166789,0
166790,1
166791,1
166792,0
166793,1
166794,0
166795,1
166796,1
166797,1
166798,1
166799,1
166800,1
166801,0
166802,1
166803,1
166804,0
166805,0
166806,1
166807,1
166808,1
166809,0
166810,0
166811,1
166812,0
166813,1
166814,1
166815,1
166816,1
166817,1
166818,1
166819,1
166820,0
166821,1
166822,1
166823,1
166824,0
166825,0
166826,1
166827,1
166828,1
166829,1
166830,1
166831,0
166832,1
166833,1
166834,1
166835,0
166836,1
166837,1
166838,1
166839,0
166840,1
166841,1
166842,0
166843,1
166844,0
166845,0
166846,1
166847,0
166848,0
166849,1
166850,1
166851,0
166852,0
166853,1
166854,1
166855,1
166856,0
166857,1
166858,1
166859,1
166860,0
166861,1
166862,1
166863,1
166864,0
166865,1
166866,1
166867,1
166868,0
166869,0
166870,1
166871,1
166872,1
166873,0
166874,1
166875,1
166876,1
166877,1
166878,1
166879,0
166880,1
166881,0
166882,1
166883,0
166884,0
166885,1
166886,1
166887,0
166888,1
166889,0
166890,0
166891,1
166892,1
166893,0
166894,1
166895,0
166896,1
166897,0
166898,0
166899,1
166900,0
166901,1
166902,1
166903,1
166904,1
166905,1
166906,1
166907,1
166908,0
166909,0
166910,1
166911,0
166912,0
166913,0
166914,0
166915,0
166916,1
166917,1
166918,0
166919,1
166920,0
166921,0
166922,1
166923,0
166924,1
166925,1
166926,1
166927,0
166928,1
166929,1
166930,0
166931,0
166932,1
166933,1
166934,0
166935,0
166936,1
166937,1
166938,1
166939,1
166940,0
166941,0
166942,1
166943,1
166944,1
166945,0
166946,0
166947,0
166948,0
166949,0
166950,1
166951,1
166952,0
166953,1
166954,0
166955,1
166956,1
166957,0
166958,1
166959,0
166960,0
166961,0
166962,0
166963,0
166964,1
166965,1
166966,1
166967,1
166968,1
166969,0
166970,1
166971,1
166972,1
166973,0
166974,0
166975,1
166976,0
166977,0
166978,0
166979,1
166980,1
166981,1
166982,1
166983,0
166984,1
166985,1
166986,0
166987,0
166988,0
166989,1
166990,0
166991,1
166992,1
166993,1
166994,1
166995,0
166996,1
166997,0
166998,1
166999,1
167000,0
167001,0
167002,0
167003,0
167004,1
167005,0
167006,1
167007,1
167008,1
167009,1
167010,0
167011,1
167012,0
167013,1
167014,0
167015,1
167016,0
167017,0
167018,1
167019,1
167020,0
167021,0
167022,0
167023,0
167024,0
167025,0
167026,0
167027,0
167028,0
167029,1
167030,0
167031,0
167032,1
167033,1
167034,1
167035,0
167036,0
167037,0
167038,0
167039,0
167040,1
167041,1
167042,0
167043,0
167044,1
167045,0
167046,1
167047,1
167048,0
167049,1
167050,0
167051,1
167052,1
167053,1
167054,1
167055,0
167056,0
167057,1
167058,0
167059,1
167060,1
167061,0
167062,0
167063,1
167064,1
167065,0
167066,0
167067,1
167068,1
167069,0
167070,1
167071,1
167072,0
167073,1
167074,0
167075,0
167076,1
167077,0
167078,1
167079,0
167080,1
167081,1
167082,0
167083,0
167084,1
167085,1
167086,1
167087,0
167088,0
167089,0
167090,1
167091,1
167092,1
167093,1
167094,1
167095,0
167096,0
167097,1
167098,0
167099,0
167100,0
167101,0
167102,0
167103,1
167104,1
167105,0
167106,0
167107,1
167108,0
167109,1
167110,0
167111,1
167112,0
167113,1
167114,1
167115,0
167116,0
167117,0
167118,1
167119,1
167120,1
167121,1
167122,1
167123,1
167124,0
167125,1
167126,1
167127,0
167128,0
167129,1
167130,1
167131,0
167132,0
167133,0
167134,1
167135,1
167136,1
167137,1
167138,1
167139,1
167140,1
167141,1
167142,1
167143,1
167144,1
167145,0
167146,1
167147,1
167148,1
167149,1
167150,0
167151,1
167152,1
167153,0
167154,1
167155,1
167156,1
167157,0
167158,1
167159,1
167160,1
167161,0
167162,1
167163,1
167164,0
167165,1
167166,1
167167,0
167168,0
167169,0
167170,1
167171,1
167172,1
167173,0
167174,1
167175,1
167176,1
167177,1
167178,1
167179,1
167180,0
167181,0
167182,0
167183,1
167184,0
167185,0
167186,0
167187,1
167188,0
167189,1
167190,1
167191,1
167192,1
167193,1
167194,1
167195,1
167196,1
167197,1
167198,1
167199,0
167200,1
167201,1
167202,1
167203,0
167204,0
167205,0
167206,1
167207,0
167208,0
167209,1
167210,1
167211,1
167212,0
167213,0
167214,1
167215,0
167216,1
167217,0
167218,1
167219,1
167220,1
167221,1
167222,0
167223,0
167224,0
167225,0
167226,1
167227,1
167228,1
167229,1
167230,1
167231,1
167232,0
167233,1
167234,0
167235,1
167236,0
167237,1
167238,1
167239,0
167240,1
167241,1
167242,1
167243,1
167244,0
167245,0
167246,0
167247,1
167248,0
167249,1
167250,1
167251,0
167252,0
167253,0
167254,0
167255,0
167256,1
167257,1
167258,1
167259,0
167260,1
167261,0
167262,1
167263,0
167264,0
167265,1
167266,1
167267,1
167268,0
167269,1
167270,1
167271,1
167272,0
167273,0
167274,1
167275,1
167276,0
167277,1
167278,0
167279,1
167280,1
167281,0
167282,1
167283,0
167284,1
167285,1
167286,1
167287,1
167288,1
167289,1
167290,1
167291,0
167292,0
167293,1
167294,0
167295,1
167296,0
167297,1
167298,1
167299,1
167300,1
167301,1
167302,1
167303,1
167304,1
167305,1
167306,1
167307,1
167308,0
167309,1
167310,1
167311,0
167312,1
167313,0
167314,0
167315,1
167316,0
167317,0
167318,1
167319,0
167320,1
167321,0
167322,0
167323,0
167324,0
167325,0
167326,1
167327,0
167328,1
167329,0
167330,1
167331,1
167332,1
167333,1
167334,1
167335,0
167336,1
167337,0
167338,1
167339,0
167340,1
167341,0
167342,0
167343,1
167344,0
167345,1
167346,1
167347,1
167348,1
167349,0
167350,1
167351,0
167352,0
167353,1
167354,0
167355,1
167356,1
167357,0
167358,1
167359,0
167360,0
167361,0
167362,0
167363,1
167364,1
167365,0
167366,0
167367,1
167368,0
167369,1
167370,1
167371,1
167372,1
167373,1
167374,1
167375,0
167376,1
167377,0
167378,1
167379,1
167380,1
167381,0
167382,1
167383,1
167384,1
167385,0
167386,1
167387,1
167388,1
167389,0
167390,1
167391,1
167392,1
167393,1
167394,1
167395,1
167396,1
167397,0
167398,1
167399,0
167400,1
167401,1
167402,1
167403,1
167404,0
167405,1
167406,1
167407,1
167408,0
167409,0
167410,1
167411,1
167412,1
167413,1
167414,0
167415,1
167416,0
167417,0
167418,1
167419,1
167420,0
167421,0
167422,0
167423,1
167424,1
167425,1
167426,1
167427,0
167428,1
167429,0
167430,1
167431,1
167432,0
167433,0
167434,0
167435,1
167436,1
167437,1
167438,1
167439,0
167440,0
167441,1
167442,1
167443,1
167444,0
167445,1
167446,1
167447,1
167448,0
167449,0
167450,0
167451,1
167452,1
167453,1
167454,0
167455,0
167456,0
167457,1
167458,1
167459,1
167460,0
167461,1
167462,0
167463,0
167464,1
167465,0
167466,1
167467,0
167468,1
167469,1
167470,1
167471,0
167472,0
167473,1
167474,1
167475,0
167476,0
167477,1
167478,1
167479,0
167480,0
167481,0
167482,1
167483,0
167484,1
167485,1
167486,1
167487,1
167488,0
167489,1
167490,0
167491,0
167492,0
167493,0
167494,0
167495,0
167496,1
167497,1
167498,0
167499,1
167500,1
167501,1
167502,1
167503,0
167504,0
167505,1
167506,0
167507,1
167508,0
167509,1
167510,1
167511,1
167512,0
167513,1
167514,1
167515,0
167516,1
167517,1
167518,1
167519,1
167520,1
167521,0
167522,0
167523,0
167524,0
167525,1
167526,0
167527,0
167528,1
167529,1
167530,1
167531,1
167532,0
167533,1
167534,1
167535,0
167536,1
167537,1
167538,0
167539,0
167540,1
167541,1
167542,0
167543,0
167544,1
167545,0
167546,0
167547,0
167548,1
167549,1
167550,0
167551,0
167552,1
167553,1
167554,0
167555,0
167556,0
167557,1
167558,0
167559,1
167560,1
167561,1
167562,1
167563,1
167564,1
167565,1
167566,1
167567,0
167568,1
167569,1
167570,1
167571,0
167572,1
167573,1
167574,0
167575,1
167576,0
167577,1
167578,1
167579,1
167580,0
167581,0
167582,1
167583,0
167584,1
167585,0
167586,0
167587,0
167588,1
167589,1
167590,0
167591,1
167592,0
167593,0
167594,1
167595,0
167596,1
167597,0
167598,0
167599,1
167600,1
167601,0
167602,1
167603,1
167604,1
167605,0
167606,1
167607,1
167608,1
167609,1
167610,1
167611,1
167612,0
167613,1
167614,0
167615,0
167616,1
167617,0
167618,0
167619,1
167620,1
167621,0
167622,1
167623,0
167624,0
167625,0
167626,1
167627,1
167628,0
167629,1
167630,1
167631,0
167632,0
167633,1
167634,1
167635,1
167636,0
167637,0
167638,1
167639,1
167640,1
167641,0
167642,0
167643,0
167644,0
167645,1
167646,0
167647,1
167648,1
167649,1
167650,0
167651,1
167652,0
167653,0
167654,1
167655,0
167656,0
167657,0
167658,1
167659,1
167660,1
167661,1
167662,0
167663,1
167664,0
167665,1
167666,1
167667,1
167668,0
167669,0
167670,0
167671,0
167672,0
167673,1
167674,0
167675,1
167676,0
167677,0
167678,0
167679,1
167680,0
167681,1
167682,0
167683,1
167684,0
167685,0
167686,1
167687,0
167688,1
167689,0
167690,0
167691,0
167692,1
167693,1
167694,1
167695,0
167696,1
167697,1
167698,0
167699,1
167700,1
167701,1
167702,1
167703,0
167704,1
167705,1
167706,0
167707,0
167708,1
167709,1
167710,0
167711,0
167712,1
167713,0
167714,0
167715,0
167716,0
167717,1
167718,1
167719,0
167720,1
167721,1
167722,0
167723,1
167724,1
167725,1
167726,0
167727,0
167728,1
167729,0
167730,0
167731,1
167732,1
167733,0
167734,1
167735,0
167736,1
167737,1
167738,0
167739,0
167740,1
167741,1
167742,1
167743,0
167744,0
167745,0
167746,1
167747,1
167748,1
167749,1
167750,1
167751,0
167752,0
167753,1
167754,0
167755,1
167756,0
167757,1
167758,0
167759,1
167760,1
167761,1
167762,0
167763,1
167764,1
167765,1
167766,1
167767,0
167768,0
167769,0
167770,0
167771,0
167772,0
167773,0
167774,1
167775,1
167776,1
167777,1
167778,1
167779,1
167780,1
167781,0
167782,1
167783,1
167784,1
167785,0
167786,1
167787,1
167788,0
167789,1
167790,1
167791,1
167792,1
167793,1
167794,0
167795,0
167796,1
167797,1
167798,1
167799,0
167800,1
167801,0
167802,0
167803,1
167804,1
167805,0
167806,1
167807,1
167808,0
167809,1
167810,1
167811,0
167812,1
167813,1
167814,0
167815,1
167816,1
167817,0
167818,1
167819,0
167820,1
167821,1
167822,1
167823,0
167824,0
167825,1
167826,0
167827,0
167828,1
167829,0
167830,0
